# 	Z	N	A	BE [MeV]		sigma [MeV]
   29  39  68	5.915541269e+02	1.056021664e-01
   29  40  69	5.998587505e+02	1.036752190e-01
   29  41  70	6.054267014e+02	1.066189831e-01
   29  42  71	6.128834777e+02	1.066630642e-01
   29  43  72	6.183103832e+02	1.111341536e-01
   29  44  73	6.253972171e+02	1.127623316e-01
   29  45  74	6.304961546e+02	1.174774326e-01
   29  46  75	6.370571116e+02	1.234143131e-01
   29  47  76	6.416642020e+02	1.315861998e-01
   29  48  77	6.475229289e+02	1.351120006e-01
   29  49  78	6.517175231e+02	1.399188474e-01
   29  50  79	6.575229074e+02	1.609346688e-01
   29  51  80	6.595932370e+02	2.103487412e-01
   29  52  81	6.631052145e+02	2.835146046e-01
   29  53  82	6.652297300e+02	3.776499850e-01
   30  25  55	4.335300304e+02	4.355497210e-01
   30  26  56	4.527923920e+02	3.476282336e-01
   30  27  57	4.684464207e+02	2.497362404e-01
   30  28  58	4.870324128e+02	1.709881527e-01
   30  29  59	4.998975316e+02	1.381559121e-01
   30  30  60	5.153603032e+02	1.327603934e-01
   30  31  61	5.255203344e+02	1.291250606e-01
   30  32  62	5.382431427e+02	1.276138293e-01
   30  33  63	5.474436550e+02	1.248946787e-01
   30  34  64	5.591093591e+02	1.220437966e-01
   30  35  65	5.674253025e+02	1.174889677e-01
   30  36  66	5.781549630e+02	1.139087159e-01
   30  37  67	5.856688163e+02	1.092168753e-01
   30  38  68	5.954645172e+02	1.069497773e-01
   30  39  69	6.021802225e+02	1.038097339e-01
   30  40  70	6.112972215e+02	1.040112409e-01
   30  41  71	6.172578276e+02	1.025248785e-01
   30  42  72	6.256388451e+02	1.046998346e-01
   30  43  73	6.314037348e+02	1.044469238e-01
   30  44  74	6.394137412e+02	1.078803881e-01
   30  45  75	6.447460948e+02	1.079125536e-01
   30  46  76	6.521751095e+02	1.114411422e-01
   30  47  77	6.568810324e+02	1.111820414e-01
   30  48  78	6.635058595e+02	1.154743684e-01
   30  49  79	6.676512686e+02	1.164838437e-01
   30  50  80	6.741952571e+02	1.241163533e-01
   30  51  81	6.763372791e+02	1.352649699e-01
   30  52  82	6.807791855e+02	1.766546003e-01
